# Session 13 selection audit — every promoted entry with its evidence links (generated 2026-09-06).
# entryId	qid	group	name	dob	age	country	handles	dobSources	referenceUrls	teams
W-2026-446	Q125627246	intl	Naomy Govou	2005-02-11	21	France	Instagram:nao_gov;TikTok:nao_gov	Volleybox	-	-
W-2026-447	Q106650044	intl	Lotte Goertz	2005-01-29	21	Germany	Instagram:lotte.goertz	VBL database;Volleybox;InterSportStats	-	-
W-2026-448	Q139306071	intl	Simona Slivková	2004-10-19	21	Slovakia	Instagram:_simonaslivkova	Volleybox;FIVB database	https://slovakvolley.sk/page/simona-slivkova	-
W-2026-449	Q139306123	intl	Kamila Slivková	2004-10-19	21	Slovakia	Instagram:slivkovakamila_	Volleybox;FIVB database	https://slovakvolley.sk/players/241	-
W-2026-450	Q106730095	intl	Emely Nowak	2004-09-25	21	Germany	Instagram:emelynowak_	VBL database;Volleybox	-	-
W-2026-451	Q100654910	intl	Mia Kirchhoff	2004-09-10	21	Germany	Instagram:miakirchhoff_	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=777707095	-
W-2026-452	Q112136844	intl	Martha Anthouli	2004-08-13	22	Greece	Instagram:anthouli.martha	-	http://www.worldofvolley.com/wov-community/players/153312.html	-
W-2026-453	Q108538519	intl	Aleksandra Uzelac	2004-07-27	22	Serbia	Instagram:uzelaaaaac	-	-	-
W-2026-454	Q139480735	intl	Melisa Činčurová	2004-06-29	22	Slovakia	Instagram:cincurova_	Volleybox	-	-
W-2026-455	Q112664215	intl	Zoe Welz	2004-06-22	22	Germany	Instagram:zoe_wlz	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=751336469&hideHistoryBackButton=true	-
W-2026-456	Q124636572	intl	Nicole van de Vosse	2004-06-16	22	Netherlands	Instagram:nicolevandevosse	VBL database;Volleybox	-	-
W-2026-457	Q125957862	intl	Alondra Tapia	2004-05-19	22	Dominican Republic	Instagram:alondra_tapia19	-	https://en.volleyballworld.com/volleyball/competitions/volleyball-olympic-games-paris-2024/players/183317#attack	-
W-2026-458	Q139032931	intl	Radka Hašková	2004-05-18	22	Slovakia	Instagram:radka_haskova5	Volleybox;FIVB database	-	-
W-2026-459	Q106627500	intl	Pauline Bietau	2004-04-30	22	Germany	Instagram:pauline.bietau	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743414370&hideHistoryBackButton=true	-
W-2026-460	Q125635724	intl	Noa de Vos	2004-04-24	22	Netherlands	Instagram:noadevos_	-	https://women.volleybox.net/nl/noa-de-vos-p30944/clubs	-
W-2026-461	Q106634638	intl	Helena Dornheim	2004-03-23	22	Germany	Instagram:helenadornheim	VBL database;Volleybox;FIVB database	-	-
W-2026-462	Q139393810	intl	Jasmína Pavlíková	2004-03-19	22	Slovakia	Instagram:jasmi.pavlikova	Volleybox;FIVB database	-	-
W-2026-463	Q140289237	intl	Amélie Lengweiler	2004-02-24	22	Switzerland	Instagram:amelie_lengweiler	Volleybox;FIVB database	-	-
W-2026-464	Q106857085	intl	Arina Fedorovtseva	2004-01-19	22	Russia	Instagram:a.fed.10	-	-	-
W-2026-465	Q126372556	intl	Rosa Entius	2003-09-17	22	Netherlands	Instagram:rosaentius	VBL database	-	-
W-2026-466	Q106698143	intl	Nina Herbe	2003-09-15	22	Germany	Instagram:ninahxrbx	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=747121210&hideHistoryBackButton=true	-
W-2026-467	Q114717616	intl	Lucía Varela	2003-08-10	23	Spain	Instagram:luciavarelag	-	https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=792&PlayerID=5915&ID=81	-
W-2026-468	Q105388134	intl	Anastasia Cekulaev	2003-07-01	23	Germany	Instagram:anastasia.cekulaev	VBL database	-	-
W-2026-469	Q105407268	intl	Julia Wesser	2003-06-04	23	Germany	Instagram:juliawesser;TikTok:juliawesser03	VBL database	-	-
W-2026-470	Q135229466	intl	Adrienn Vamos	2003-05-06	23	Hungary	Instagram:adriennvamos	-	https://women.volleybox.net/hu/adrienn-vamos-p16409/clubs	-
W-2026-471	Q108933259	intl	Émilie Respaut	2003-04-25	23	France	Instagram:emilie_respaut;TikTok:lavolleyeusequidanse	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=778624282	-
W-2026-472	Q113951280	intl	Bianca Cugno	2003-04-22	23	Argentina	Instagram:biancacugno	-	https://en.volleyballworld.com/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/bianca_cugno?id=73146	-
W-2026-473	Q68313478	intl	Valbona Ismaili	2003-02-24	23	North Macedonia	Instagram:valbona.ismaili	VBL database	https://www.nawaro-straubing.de/spielerinnen/valbona-ismaili-2/	-
W-2026-474	Q106766507	intl	Emma Vente	2003-02-13	23	Netherlands	Instagram:emmavente	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=742805367&hideHistoryBackButton=true	-
W-2026-475	Q108777385	intl	Sakura Kurosu	2003-01-10	23	Japan	Instagram:____sara04	-	https://www.vleague.jp/women/player_detail/4225	-
W-2026-476	Q131551958	intl	Brooke Slusser	2003-01-09	23	United States	Instagram:brookeslusser04;X:BrookeSlusser	-	-	-
W-2026-477	Q115410648	intl	Laura Pascua	2002-12-21	23	Colombia	Instagram:laura.pascua4	-	https://en.volleyballworld.com/volleyball/competitions/women-worldchampionship-2022/players/184107	-
W-2026-478	Q115942706	intl	Anastasiya Shahun	2002-11-01	23	Belarus	Instagram:ana.stasiya_02	-	https://bvf.by/player/shagun-anastasiya/	-
W-2026-479	Q105395414	intl	Juli Klause	2002-10-10	23	Germany	Instagram:juli.klause	VBL database;Volleybox	-	-
W-2026-480	Q108995826	intl	Léïa Ratahiry	2002-09-27	23	France	Instagram:leia_rthry	-	http://www.worldofvolley.com/wov-community/players/153226.html	-
W-2026-481	Q120041295	intl	Marie Hänle	2002-09-08	23	Germany	Instagram:marie.haenle	VBL database;Volleybox	https://www.dscvolley.de/dsc-volleyball-verpflichtet-marie-haenle/	-
W-2026-482	Q114457274	intl	Pauline Martin	2002-09-04	24	Belgium	Instagram:paulinemartinx	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=771491516	-
W-2026-483	Q104725135	intl	Simona Dammer	2002-08-25	24	Germany	Instagram:simona_dammer	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=742993337&hideHistoryBackButton=true	-
W-2026-484	Q108776654	intl	Natsuki Suda	2002-08-21	24	Japan	Instagram:hel_lo0821natsuki	-	https://www.vleague.jp/women/player_detail/4226	-
W-2026-485	Q135117299	intl	Amanda Siksna	2002-08-20	24	Canada	Instagram:ak6na	VBL database;Volleybox;FIVB database	https://www.dscvolley.de/kanadische-mittelblockerin-amanda-siksna-verstaerkt-das-team/	-
W-2026-486	Q68303950	intl	Mia Anna Stauß	2002-08-01	24	Germany	Instagram:miastauss	-	https://www.cev.eu/PlayerDetail.aspx?PlayerID=72719	-
W-2026-487	Q116135233	intl	Tereza Hrušecká	2002-07-02	24	Slovakia	Instagram:tereza_hrusecka;YouTube:UCzc2Y0aRL_wU1pjFxNjDwvw	Volleybox	http://www.svf.sk/sk/reprezentacia/zeny/repre/blokar/tereza-hrusecka	-
W-2026-488	Q130241718	intl	Stamatia Kyparissi	2002-06-20	24	Greece	Instagram:stamatia.kiparissi	VBL database	-	-
W-2026-489	Q135219922	intl	Rita Bogati Pantelić	2002-06-12	24	Croatia	Instagram:_bogati_	-	https://women.volleybox.net/rita-bogati-pantelic-p71369/clubs	-
W-2026-490	Q108045390	intl	Darya Vakulka	2002-06-07	24	Belarus	Instagram:vvv_dariya;Facebook:100041755534869	-	https://women.volleybox.net/darya-vakulka-p17160/clubs	-
W-2026-491	Q96097900	intl	Sarah Straube	2002-04-26	24	Germany	Instagram:sarah_straube	WorldofVolley;VBL database;Volleybox;FIVB database	https://www.dscvolley.de/dresdner-sc-verlaengert-engagement-mit-zuspielerin-sarah-straube/;https://www.dscvolley.de/sarah-straube-setter-skills/	-
W-2026-492	Q135219521	intl	Marija Vrban	2002-04-02	24	Croatia	Instagram:mvrban9	-	https://women.volleybox.net/marija-vrban-p16608/clubs	-
W-2026-493	Q115934289	intl	Kseniya Liabiodkina	2002-02-18	24	Belarus	Instagram:lbdkn.5;Facebook:100012916151785	-	https://bvf.by/player/lebedkina-kseniya/	-
W-2026-494	Q134005689	intl	Blaire Fleming	2002-02-17	24	UNKNOWN	Instagram:blaire.fleming;X:blairefleming	-	-	-
W-2026-495	Q139268654	intl	Rebecca Kolen Földesiová	2002-01-27	24	Slovakia	Instagram:rebecca_fold	Volleybox;FIVB database	https://slovakvolley.sk/players/4219	-
W-2026-496	Q106625685	intl	Lilli Albrecht	2002-01-09	24	Germany	Instagram:albrecht.lilli	VBL database;Volleybox	-	-
W-2026-497	Q61659735	intl	Thaisa Mc Leod	2002-01-01	24	Peru	Instagram:thaisa_mcleod;X:thaisa_mcleod;Facebook:thaisaperu	InterSportStats	http://www.worldofvolley.com/wov-community/players/140366.html	-
W-2026-498	Q113127654	intl	Mhicaela Belen	2002-01-01	24	UNKNOWN	Instagram:mhicaelabelen	-	-	-
W-2026-499	Q127888910	intl	Gaia Giovannini	2001-12-17	24	Italy	Instagram:_gaiagiovannini_	-	https://www.eurosport.de/olympia/athleten/profil/giovannini-gaia-1969716/	-
W-2026-500	Q112112713	intl	Mika Grbavica	2001-12-08	24	Croatia	Instagram:mikaaacccc	VBL database	https://www.dscvolley.de/dsc-volleyball-verpflichtet-mika-grbavica-auf-diagonal-de-eng/;https://haok-mladost.hr/index.php?rubrika=igrac&obrazac=1&id=7123;https://en.volleyballworld.com/volleyball/competitions/women-worldchampionship-2022/players/189435	-
W-2026-501	Q138985294	intl	Simona Jelínková	2001-11-20	24	Slovakia	Instagram:im_jelinkova	Volleybox	-	-
W-2026-502	Q113372093	intl	Yoshino Sato	2001-11-12	24	Japan	Instagram:yoshino__sato112	-	https://www.jva.or.jp/hinotori_nippon/member/index2022/	NEC Red Rockets Kawasaki;Japan women's national volleyball team;Unione Sportiva ProVictoria Pallavolo Monza
W-2026-503	Q68309020	intl	Lara Berger	2001-11-02	24	Germany	Instagram:lara_brg_	VBL database	-	Allianz MTV Stuttgart;Dresdner SC;VCO Berlin
W-2026-504	Q125543118	intl	Aixa Vigil	2001-09-23	24	Peru	Instagram:aixavigil	InterSportStats	https://women.volleybox.net/aixa-vigil-p10841/clubs	-
W-2026-505	Q123562065	intl	Famke Boonstra	2001-09-23	24	Netherlands	Instagram:famkeboonstra	VBL database;Volleybox	https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/players/181249	Topvolley Antwerpen;Genève Volley;Dresdner SC
W-2026-506	Q124387753	intl	Miyu Kawazoe	2001-09-22	24	Japan	Instagram:92.mii_	-	https://www.vleague.jp/women/player_detail/4988	PFU BlueCats
W-2026-507	Q138527114	intl	Ema Škrlecová	2001-09-17	24	Slovakia	Instagram:_emaskrlecova	Volleybox	-	Kooperativa Slávia EU Bratislava
W-2026-508	Q138863268	intl	Eylül Karadaş	2001-09-03	25	Turkey	Instagram:eylulkaradaas	-	-	-
W-2026-509	Q139029169	intl	Ella Erteltová	2001-08-21	25	Slovakia	Instagram:ella_erteltova	Volleybox;FIVB database	-	-
W-2026-510	Q130170480	intl	Evá Zatkovič	2001-08-02	25	Slovenia	Instagram:evazatkovic	-	https://www.dscvolley.de/diagonalangreiferin-eva-zatkovic-verstaerkt-dscvolley/	Racing Club de Cannes;Dresdner SC;Türk Hava Yolları SK
W-2026-511	Q96474219	intl	Lina-Marie Lieb	2001-07-30	25	Germany	Instagram:_l1nalieb_	VBL database;Volleybox	https://www.cev.eu/match-centres/2021-european-cups/cev-volleyball-cup-2021-women/ccw-44-dresdner-sc-v-galatasaray-hdi-istanbul/team/12013-dresdner-sc/player/74104-lieb-lina-marie;https://www.dresdnersportclub.de/news/verein/item/6084-dresdner-sc-verpflichtet-nachwuchstalent-lina-marie-lieb	VC Kanti Schaffhausen;Dresdner SC;NawaRo Straubing
W-2026-512	Q48851371	intl	Julia Szczurowska	2001-07-29	25	Poland	Instagram:szczurek4	-	-	Impel Wrocław
W-2026-513	Q105404030	intl	Lydia Stemmler	2001-07-20	25	Germany	Instagram:lydia_stemmler	VBL database	-	VfB 91 Suhl;Ladies in Black Aachen;Dresdner SC
W-2026-514	Q138455482	intl	Lenka Kvasnová	2001-07-19	25	Slovakia	Instagram:lenka.kvasnova	Volleybox;FIVB database	https://slovakvolley.sk/players/3307	Volley project UKF Nitra;Kooperativa Slávia EU Bratislava;VK Pirane Brusno
W-2026-515	Q134497404	intl	Melani Shaffmaster	2001-07-13	25	United States	Instagram:melani.s;X:melshaffmaster	-	https://women.volleybox.net/de/melani-shaffmaster-p69075/clubs	Allianz MTV Stuttgart
W-2026-516	Q139473573	intl	Matthildur Einarsdóttir	2001-07-06	25	Iceland	Instagram:matthildureinars	Volleybox;FIVB database	-	DHV Odense;Brøndby VK;Kooperativa Slávia EU Bratislava
W-2026-517	Q96097580	intl	Monique Strubbe	2001-07-05	25	Germany	Instagram:moniquestrubbe	VBL database;Volleybox;FIVB database	-	Allianz MTV Stuttgart;Dresdner SC;Volley Bergamo 1991
W-2026-518	Q105395925	intl	Noemi Laureen Oiwoh	2001-05-28	25	Austria	Instagram:noemioiwoh	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=744955854&hideHistoryBackButton=true	-
W-2026-519	Q93874125	intl	Patricia Nestler	2001-05-17	25	Germany	Instagram:patricia_nestler	VBL database;Volleybox	https://www.hlsports.de/volleyball/patricia-nestler-wird-zweite-libera-beim-ssc-palmberg-schwerin-243949	Schweriner SC;Rote Raben Vilsbiburg;Dresdner SC
W-2026-520	Q68110876	intl	Hester Jasper	2001-05-07	25	Netherlands	Instagram:hesterjasper	VBL database	https://www.stuttgarts-schoenster-sport.de/team/spielerinnen/11-aussenangriff/54-hester-jasper;https://1.bundesliga.vfb-suhl.de/player/hester-jasper/	SC Potsdam;VfB 91 Suhl;Dresdner SC
W-2026-521	Q47003671	intl	Emma Cyris	2001-04-09	25	Germany	Instagram:emmacyris	VBL database;Volleybox	http://u18.girls.2017.volleyball.fivb.com/en/teams/ger-germany/players/emma-cyris?id=60617	Dresdner SC;VCO Berlin
W-2026-522	Q106762426	intl	Anna Schupritt	2001-02-15	25	Germany	Instagram:anna_schupritt	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743006915&hideHistoryBackButton=true	-
W-2026-523	Q65949766	intl	Elif Şahin	2001-01-19	25	Turkey	Instagram:elifsahiin2	-	https://www.cev.eu/Competition-Area/PlayerDetails.aspx?TeamID=9880&PlayerID=66405&ID=839	Turkey women's national volleyball team;Eczacıbaşı VitrA;Karayolları Spor Kulübü
W-2026-524	Q137999593	intl	Laura Jansen	2001-01-18	25	UNKNOWN	Instagram:laura.jansennn	Volleybox	https://www.teamnl.org/sporters/laura-jansen	-
W-2026-525	Q117225162	intl	Anamarija Galić	2001-01-07	25	Austria	Instagram:anamarija_galiic;Facebook:anamarija.galic.792	-	https://www.wealthplanet.it/roster/anamarija-galic/	Austria women's national volleyball team
W-2026-526	Q107424120	intl	Jeong Ji-yun	2001-01-01	25	South Korea	Instagram:ji__yun__	-	https://www.olympedia.org/athletes/144960	-
W-2026-527	Q109353748	intl	Amandha Sylves	2000-12-29	25	France	Instagram:amandhasylves	-	http://www.worldofvolley.com/wov-community/players/106497.html	France women's national volleyball team;Azzurra Volley Firenze;Neptunes de Nantes
W-2026-528	Q122983329	intl	Géssica Araújo	2000-12-20	25	Brazil	Instagram:gessica_araujoo_	-	https://cpb.org.br/atletas/gessica-thais-souza-de-araujo/	-
W-2026-529	Q68018604	intl	Oda Løvø Steinsvåg	2000-11-28	25	Norway	Instagram:odalost	WorldofVolley	-	NawaRo Straubing
W-2026-530	Q60566198	intl	Flavia Montes	2000-11-22	25	Peru	Instagram:flaviamontes7;X:flavia_montes7	InterSportStats	http://www.worldofvolley.com/wov-community/players/90992.html	-
W-2026-531	Q116003263	intl	Logan Eggleston	2000-11-13	25	United States	Instagram:loganeggleston_	-	-	-
W-2026-532	Q105705640	intl	Park Hye-min	2000-11-08	25	South Korea	Instagram:p_hyemin_	Volleybox;FIVB database	-	-
W-2026-533	Q117795246	intl	Runa Adachi	2000-11-03	25	Japan	Instagram:runa11.3	-	https://www.vleague.jp/women/player_detail/4761	Victorina Himeji
W-2026-534	Q139269305	intl	Alena Piatukhova	2000-10-25	25	Belarus	Instagram:alen.pet.40	Volleybox;FIVB database	https://bvf.by/player/petuhova-elena/	Kooperativa Slávia EU Bratislava;Saint Mary's Huskies women's volleyball
W-2026-535	Q108749290	intl	Amélie Rotar	2000-10-24	25	France	Instagram:amelie_rotar;Facebook:amelie.rotar.3	-	http://www.worldofvolley.com/wov-community/players/106492.html	France women's national volleyball team;Pays d'Aix Venelles Volley-Ball
W-2026-536	Q105704380	intl	Aki Momii	2000-10-07	25	Japan	Instagram:momii_aki	-	https://www.jti.co.jp/sports/marvelous/profile/momii/index.html	Osaka Marvelous;Japan women's national volleyball team
W-2026-537	Q116450683	intl	Zoe Jarvis	2000-09-29	25	United States	Instagram:zoejarvis	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=764043169	-
W-2026-538	Q83475884	intl	Paula Hötschl	2000-09-07	25	Germany	Instagram:paulahoetschl	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=744774701&hideHistoryBackButton=true	-
W-2026-539	Q110272668	intl	Vealeta Lavrushko	2000-07-31	26	Belarus	Instagram:veoletta_	-	https://women.volleybox.net/vealeta-bialiauskaya-p17169/clubs	Minchanka
W-2026-540	Q119360226	intl	Thea Gagate	2000-07-26	26	UNKNOWN	Instagram:gagatethea	-	-	-
W-2026-541	Q106635413	intl	Chiara Fach	2000-07-01	26	Germany	Instagram:chiara_fach	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743056854&hideHistoryBackButton=true	-
W-2026-542	Q42884990	intl	Lina Alsmeier	2000-06-29	26	Germany	Instagram:lina_alsmeier	VBL database	-	Germany women's national volleyball team;Schweriner SC;USC Münster
W-2026-543	Q56434069	intl	Candela Salinas	2000-05-23	26	Argentina	Instagram:candesalinas7	-	https://women.volleybox.net/candela-salinas-p11563	Argentina women's national volleyball team;Charleroi Volley;CA Boca Juniors
W-2026-544	Q67389965	intl	Lea Ambrosius	2000-05-22	26	Germany	Instagram:lea_ambrosius	-	https://www.cev.eu/PlayerDetail.aspx?PlayerID=67677	Schweriner SC;VC Olympia Schwerin
W-2026-545	Q68422499	intl	Mayu Ishikawa	2000-05-14	26	Japan	Instagram:mayu_00514	-	http://www.worldofvolley.com/wov-community/players/144225.html	Japan women's national volleyball team;Toray Arrows Shiga;AGIL Volley
W-2026-546	Q119566411	intl	Aslı Tecimer	2000-05-12	26	Turkey	Instagram:asliitecimer	-	-	-
W-2026-547	Q115941084	intl	Karolína Fričová	2000-04-29	26	Slovakia	Instagram:karolina_fri;Facebook:Frico123	Volleybox	http://www.svf.sk/sk/reprezentacia/zeny/repre/smeciar/karolina-fricova/	Allianz MTV Stuttgart;VK Prostějov;Kooperativa Slávia EU Bratislava
W-2026-548	Q113126592	intl	Karine Schossler	2000-04-13	26	Brazil	Instagram:karine_schossler	-	https://jornaldovolei.com.br/jogadores/karine-schossler/	Osasco Voleibol Clube
W-2026-549	Q96089940	intl	Meghan Barthel	2000-03-23	26	Germany	Instagram:meghanbarthel;TikTok:meghanbarthel	VBL database;Volleybox;FIVB database	-	USC Münster;Dresdner SC;Ladies in Black Aachen
W-2026-550	Q104243249	intl	Annick Meijers	2000-03-23	26	Netherlands	Instagram:annickmeijers_	WorldofVolley	-	VfB 91 Suhl;VC Wiesbaden;Ladies in Black Aachen
W-2026-551	Q110457024	intl	Mariana Brambilla	2000-03-19	26	Brazil	Instagram:mariibrambilla;X:mariibrambilla;YouTube:UCfjI9faeCf6D78nxSbPCwMw	-	https://women.volleybox.net/mariana-brambilla-p25198/clubs	Panathinaikos women's volleyball;Pays d'Aix Venelles Volley-Ball
W-2026-552	Q106634972	intl	Lilian Engemann	2000-03-12	26	Germany	Instagram:lili_e3	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=742912653&hideHistoryBackButton=true	-
W-2026-553	Q44077435	intl	Natalie Wilczek	2000-03-09	26	Germany	Instagram:wlcnatalie	-	http://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=59946197	SC Potsdam
W-2026-554	Q133300655	intl	Lucia Herdová	2000-02-20	26	Slovakia	Instagram:lucaherdova	Volleybox	http://www.svf.sk/sk/reprezentacia/zeny/repre/smeciar/lucia-herdova/	VK Prostějov;Kooperativa Slávia EU Bratislava;VK UP Olomouc
W-2026-555	Q122874902	intl	Kacey Jost	2000-02-15	26	Canada	Instagram:kcjost	VBL database;Volleybox;FIVB database	https://volleyball.ca/en/athletes/kacey-jost	Ladies in Black Aachen;UBC Thunderbirds women's volleyball
W-2026-556	Q106366787	intl	Hanna Davyskiba	2000-02-08	26	Belarus	Instagram:anna_davyskiba	-	https://volleybox.net/wd-p6343;https://bvf.by/player/grishkevich-anna/	Azzurra Volley Firenze;Unione Sportiva ProVictoria Pallavolo Monza;Volley Bergamo 1991
W-2026-557	Q93751032	intl	Live Sørbø	2000-02-02	26	Norway	Instagram:livesorbo	-	http://nvbf-web.dataproject.com/PlayerDetails.aspx?TeamID=34&PlayerID=777&ID=13	Ladies in Black Aachen
W-2026-558	Q47003377	intl	Romy Jatzko	2000-01-26	26	Germany	Instagram:romyjtko	-	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=679122911	Schweriner SC;VfB 91 Suhl;Volley Mulhouse Alsace
